dataset_use_id,paper_id,task_id,dataset_id,paper_file,db_title,original_db_title,db_description,db_link
dataset_use_9e5287aec96f,paper_a9ca0fbfd8f7,task_25b6baf65d50,dataset_f411da0b16e9,24_Structure_Aware_Transfer_Learning.pdf,Flla,Flla,"A DFT-computed dataset of ~3,900 inorganic compounds with formation energy, hull energy, and atomic relaxation data. Used as a *target dataset* to assess transfer learning robustness across independently computed DFT databases with different computational settings; its properties (e.g., DeltaE, Ehull) are predicted using the MP-pretrained ALIGNN model.",https://github.com/hackingmaterials/automatminer
dataset_use_ad047471e51a,paper_a9ca0fbfd8f7,task_25b6baf65d50,dataset_4cec85f7e56b,24_Structure_Aware_Transfer_Learning.pdf,Dielectric Constant (DC) Database,Dielectric Constant (DC) Database,"A DFT-computed dataset of ~1,000 inorganic materials with dielectric properties (static/dynamic dielectric tensors, refractive index, polarizability) and structural information. Serves as a *target dataset* for predicting low-data-count dielectric properties (e.g., volume, bandgap, N, poly-electric susceptibility) using transfer learning from MP, enabling validation on physically distinct property types.",https://github.com/hackingmaterials/automatminer
dataset_use_73b1a9adc6d2,paper_a9ca0fbfd8f7,task_25b6baf65d50,dataset_15268f4f647c,24_Structure_Aware_Transfer_Learning.pdf,Piezoelectric Tensor (PT) Database,Piezoelectric Tensor (PT) Database,"A DFT-computed dataset of ~940 non-centrosymmetric crystals with piezoelectric tensors, volumes, and related structural descriptors. Used as a *target dataset* to evaluate transfer learning on highly anisotropic, symmetry-sensitive properties (e.g., Eij piezoelectric coefficients, volume) where data scarcity limits conventional modeling — predictions rely on features transferred from the MP source model.",https://github.com/hackingmaterials/automatminer
dataset_use_c418be32b058,paper_a9ca0fbfd8f7,task_25b6baf65d50,dataset_0e01c8954e53,24_Structure_Aware_Transfer_Learning.pdf,Experimental Formation Energy (EFE),Experimental Formation Energy (EFE),"An experimental dataset of 605 intermetallic compounds with measured formation enthalpies (DeltaE) derived from calorimetry. Functions as a *target dataset* to validate transfer learning on real-world experimental data — the MP-pretrained ALIGNN model is adapted to predict experimental formation energies, bridging computation-to-experiment gaps.",https://github.com/hackingmaterials/automatminer
dataset_use_11fc222081ba,paper_a9ca0fbfd8f7,task_25b6baf65d50,dataset_9cdd86c92052,24_Structure_Aware_Transfer_Learning.pdf,Kingsbury Experimental Formation Energy (KEFE),Kingsbury Experimental Formation Energy (KEFE),"An experimental dataset of 1,557 inorganic compounds with measured formation enthalpies, curated from literature sources. Used as a *target dataset* to further test transfer learning on experimental thermodynamics data — its DeltaE values are predicted using fine-tuning or feature extraction from the MP source model, demonstrating generalization beyond DFT artifacts.",https://github.com/hackingmaterials/automatminer
dataset_use_91e22e8a1796,paper_a9ca0fbfd8f7,task_25b6baf65d50,dataset_de06b5abdabd,24_Structure_Aware_Transfer_Learning.pdf,Kingsbury Experimental Bandgap (KEB),Kingsbury Experimental Bandgap (KEB),"An experimental dataset of 2,432 inorganic semiconductors and insulators with measured optical bandgaps. Serves as a *target dataset* for experimental electronic property prediction — the MP-pretrained ALIGNN model is transferred to predict experimental bandgaps, assessing robustness against measurement noise and methodology differences.",https://github.com/hackingmaterials/automatminer
dataset_use_173b4b3d221e,paper_a54c14466f4e,task_16fde01f7b15,dataset_b4597821bf19,25_ChargE3Net.pdf,Materials Project (MP) charge density dataset,Materials Project (MP) charge density dataset,"A large-scale, publicly available dataset containing DFT-computed electron charge densities on 3D grids for 108,683 inorganic crystalline materials, covering diverse compositions, crystal systems, and space groups across the periodic table. It was used to train and evaluate ChargE3Net for generalizable, high-fidelity charge density prediction — specifically to support the task of initializing DFT calculations and reducing self-consistent field (SCF) iterations on unseen bulk materials.",https://api.materialsproject.org
dataset_use_91e9b63fe83d,paper_a54c14466f4e,task_16fde01f7b15,dataset_f281b31ea1d7,25_ChargE3Net.pdf,QM9 charge density dataset,QM9 charge density dataset,"A dataset of VASP-calculated electron charge densities for 133,845 small organic molecules (with training/validation/test splits of 123,835/50/10,000), derived from the original QM9 molecular database. It contains grid-based charge density values computed at consistent resolution and boundary conditions, and was used to benchmark ChargE3Net’s accuracy on small, isolated molecules — supporting the core task of learning equivariant representations for charge density prediction under molecular symmetry constraints.",https://doi.org/10.11583/DTU.16794500.v1
dataset_use_8f147f1ffe05,paper_a54c14466f4e,task_16fde01f7b15,dataset_0dd86632acbe,25_ChargE3Net.pdf,NMC (Nickel Manganese Cobalt) battery cathode dataset,NMC (Nickel Manganese Cobalt) battery cathode dataset,"A dataset of VASP-computed charge densities for 2,000 nickel-manganese-cobalt oxide structures with varying lithium content, sampled from battery cathode material space. It includes training/validation/test splits of 1,450/50/500 and provides charge density grids for crystalline solids with periodic boundary conditions. This dataset was used to evaluate ChargE3Net’s performance on a chemically focused, technologically relevant class of materials — supporting the task of predicting charge densities for transition-metal oxide systems where angular electron correlations are critical.",https://doi.org/10.11583/DTU.16837721.v1
dataset_use_eb7d715612ea,paper_a54c14466f4e,task_16fde01f7b15,dataset_c17327be4ec0,25_ChargE3Net.pdf,GNoME materials dataset (subset),GNoME materials dataset (subset),"A curated subset of 1,924 novel inorganic materials published by Google’s GNoME project, selected to include structures with ≥5 unique elemental species — intentionally out-of-distribution relative to the Materials Project training set. It contains DFT-computed charge densities generated using consistent VASP settings (k-point density, energy cutoff, PAW potentials). This dataset was used to test ChargE3Net’s generalization capability for charge density prediction on previously unseen chemical spaces — directly supporting the task of robust cross-dataset transfer for DFT acceleration beyond the training domain.",https://doi.org/10.1038/s41586-023-06735-9
dataset_use_12a07aebcb53,paper_364d763e5978,task_e55c8a4f2b28,dataset_d55b16e3041b,26_MD_HIT.pdf,Materials Project,Materials Project (MP),"A large-scale computational materials database containing 125,619 crystal structures (with 89,354 unique compositions), each annotated with DFT-computed properties including formation energy per atom and band gap. The paper uses the full MP dataset to generate composition-based (86,740 unique compositions) and structure-based (123,108–125,619 CIFs) non-redundant subsets via MD-HIT algorithms; these subsets serve as benchmark datasets for training and evaluating ML models (Roost, CrabNet, ALIGNN, DeeperGATGNN) under controlled redundancy conditions for formation energy and band gap prediction.",https://materialsproject.org
dataset_use_ece85bbe823c,paper_364d763e5978,task_e55c8a4f2b28,dataset_876dcbb1c40c,26_MD_HIT.pdf,MatScholar embeddings,MatScholar embeddings,"A literature-derived word embedding for materials, generated from text mining of materials science publications, producing fixed-dimensional (e.g., 200D) feature vectors that encode periodic table structure and structure–property relationships. In this paper, MatScholar features are used to compute composition similarity (via Euclidean distance) for redundancy control in MD-HIT-composition, to define the MatscholarOOD test set (1000 most distant samples), and to analyze sample density–MAE correlations—supporting the task of identifying and mitigating redundancy-induced overfitting in composition-based property prediction.",https://doi.org/10.1038/s41586-019-1312-1
dataset_use_e7ae0cd3e5e4,paper_364d763e5978,task_e55c8a4f2b28,dataset_25d67dd6d824,26_MD_HIT.pdf,Mendeleev similarity metrics,Mendeleev similarity metrics,"A chemically derived composition similarity measure based on elemental properties (e.g., atomic radius, electronegativity) aligned with Mendeleev’s periodic table principles; implemented in the ElMD package. The paper uses Mendeleev distance to filter the Materials Project composition dataset into seven non-redundant subsets (Mendeleev-nr) with thresholds from 0.5 to 3.0, enabling systematic analysis of how chemical similarity–based redundancy control affects Roost and CrabNet performance on formation energy and band gap prediction.",https://doi.org/10.1021/acs.chemmater.0c02922
dataset_use_e39f8b7257a8,paper_364d763e5978,task_e55c8a4f2b28,dataset_03047ecfd3fa,26_MD_HIT.pdf,XRD features (from Pymatgen),XRD features (from Pymatgen),"X-ray diffraction (XRD) patterns computed from crystal structures using Pymatgen’s XRDCalculator, smoothed with Gaussian kernel and sampled at 900 evenly spaced 2θ angles (0–90°), yielding fixed-length 900D feature vectors. These features are used in MD-HIT-structure to define structural similarity and generate seven XRD-based non-redundant structure datasets (XRD-nr) for evaluating ALIGNN and DeeperGATGNN on formation energy and band gap prediction under controlled structural redundancy.",https://pymatgen.org
dataset_use_02aa41f7bc26,paper_364d763e5978,task_e55c8a4f2b28,dataset_bb3f8a1b6b1a,26_MD_HIT.pdf,OFM (Orbital Field Matrix) features,OFM (Orbital Field Matrix) features,Fixed-dimension (1024D) descriptors encoding electronic structure information—including electron distribution across atomic orbitals—derived from crystal structures. Used in MD-HIT-structure to compute structural distances and generate eight OFM-based non-redundant datasets (OFM-nr); supports the task of assessing how electronic-structure–driven redundancy control impacts OOD generalization in structure-based band gap and formation energy prediction.,https://doi.org/10.1038/s41524-022-00822-2
dataset_use_4ee42d9fb861,paper_1e2428d6caf8,task_081fca9963b9,dataset_bbb9b2c9c374,27_Virtual_Node_Phonon_Preprint.pdf,Materials Project Phonon Database (DFPT-based),Materials Project Phonon Database (DFPT-based),"A high-quality computational dataset containing phonon dispersion along high-symmetry paths for 1,521 semiconducting inorganic crystalline materials, generated using density-functional perturbation theory (DFPT). It includes atomic structures (primitive unit cells), second-order energy derivatives, and phonon frequencies (in cm⁻¹) at Γ and other high-symmetry k-points. This dataset was used as the primary training and validation source for all three VGNN models (VVN, MVN, k-MVN) to train phonon predictors—specifically for learning Γ-phonon spectra (VVN/MVN) and full band structures (k-MVN).",None
dataset_use_2f265c920a57,paper_1e2428d6caf8,task_081fca9963b9,dataset_ec1f8697696a,27_Virtual_Node_Phonon_Preprint.pdf,PhononDB (Kyoto University),PhononDB (Kyoto University),"A publicly available phonon database curated by Atsushi Togo, containing frozen-phonon–calculated phonon dispersions for complex inorganic materials, many with large unit cells (>40 atoms). The authors selected 156 high-quality entries where the lowest Γ-phonon frequency exceeds −0.07 cm⁻¹ and unit cell size is ≥40 atoms. This dataset served exclusively as an out-of-distribution test set to evaluate generalization to structurally complex materials beyond the DFPT training domain, supporting robustness validation for all three VGNN models.",http://phonondb.mtl.kyoto-u.ac.jp/
dataset_use_881abd0f8652,paper_1e2428d6caf8,task_081fca9963b9,dataset_cf6d81744e01,27_Virtual_Node_Phonon_Preprint.pdf,Materials Project (MP) Γ-Phonon Database (VGNN-predicted),Materials Project (MP) Γ-Phonon Database (VGNN-predicted),"A large-scale, author-curated phonon database containing predicted Γ-point phonon spectra for 146,323 materials from the Materials Project (as of 2022), generated using the MVN model. Each entry includes MP ID, chemical formula, space group, CIF-formatted structure, number of atoms per unit cell, and a list of 3m predicted Γ-phonon frequencies (in cm⁻¹). This database was constructed post-training to enable high-throughput screening and materials design with engineered phonon properties, and is explicitly used to demonstrate scalability and real-world applicability of the method.",https://osf.io/k5utb/
dataset_use_339beba1dea4,paper_30ac315b16dd,task_933637998dc2,dataset_19d1b1004506,28_JARVIS_Leaderboard.pdf,JARVIS-DFT,JARVIS-DFT,"A high-throughput density functional theory (DFT) database containing computed properties for over 80,000 inorganic materials, including formation energies, bandgaps, elastic moduli, phonon spectra, and more. In this paper, JARVIS-DFT serves as the primary reference dataset for AI-based property prediction benchmarks (e.g., formation energy per atom, exfoliation energy) and as a source of ground-truth computational data for force-field and quantum computation benchmarking; its pre-split train/validation/test sets enable standardized model training and evaluation in the AI category.",https://jarvis.nist.gov/jarvisdft/
dataset_use_25fa570bba6f,paper_30ac315b16dd,task_933637998dc2,dataset_3d1fc9ebc1ce,28_JARVIS_Leaderboard.pdf,JARVIS Database,JARVIS-Tools datasets,"A collection of integrated, versioned datasets hosted via JARVIS-Tools and backed up on Figshare, encompassing atomic structures (3D, 2D, amorphous), spectra (XRD, DOS, Eliashberg), STEM/STM images, text (arXiv corpus), and interatomic potentials. These datasets support multi-modal benchmarking across all leaderboard categories: e.g., STEM images for AI image classification, XRD spectra for spectral prediction, and arXiv text for text classification/generation tasks — each linked to specific json.zip benchmark files with DOIs and metadata.",https://pages.nist.gov/jarvis/databases/
dataset_use_2739e157a7e2,paper_30ac315b16dd,task_933637998dc2,dataset_d55b16e3041b,28_JARVIS_Leaderboard.pdf,Materials Project,Materials Project,"A publicly available DFT-derived database of thermodynamic and structural properties for over 140,000 inorganic compounds, used in this paper as one of several external atomic-structure datasets for AI benchmarking (e.g., formation energy prediction). It provides complementary coverage to JARVIS-DFT and supports cross-dataset analysis to assess model generalizability and avoid bias from single-source data distributions.",https://materialsproject.org
dataset_use_9e8a2ff97b8e,paper_30ac315b16dd,task_933637998dc2,dataset_1156b8b635d2,28_JARVIS_Leaderboard.pdf,QM9,QM9,"A quantum chemistry dataset containing DFT-computed properties (e.g., energies, dipole moments, vibrational frequencies) for 134,000 small organic molecules. In this paper, it is explicitly listed as an input dataset for AI models targeting molecular-level property prediction, supporting benchmarks in the AI category—particularly for spectroscopic or energetic property tasks where molecular structure is the primary input.",https://doi.org/10.6084/m9.figshare.978961
dataset_use_ea0af3249042,paper_30ac315b16dd,task_933637998dc2,dataset_5a37f415d2cf,28_JARVIS_Leaderboard.pdf,Experimental round-robin CO₂ adsorption data for ZSM-5 zeolite,Experimental round-robin CO₂ adsorption data for ZSM-5 zeolite,"Inter-laboratory experimental measurements of high-pressure CO₂ adsorption isotherms on ammonium ZSM-5 zeolite, generated via a coordinated round-robin study across multiple labs. This dataset serves as the experimental reference benchmark for the EXP category, enabling direct comparison of computational predictions (e.g., from RASPA simulations) and validating reproducibility across experimental setups — fulfilling the paper’s goal of integrating experimental benchmarking into the leaderboard framework.",https://doi.org/10.1007/s10450-018-9952-0
dataset_use_c265973208d1,paper_78a37cf3530b,task_76299946d005,dataset_f5fc3794aeae,29_Structure_OOD_Benchmark.pdf,matbench_dielectric,matbench_dielectric,"A dataset of 4,764 inorganic crystals from the Materials Project, each with computed refractive index as the target property. It is used in this paper to construct five OOD test sets (LOCO, SparseXsingle, SparseXcluster, SparseYsingle, SparseYcluster) via structure- and property-based clustering in orbital-field matrix (OFM) feature space; these test sets support evaluating GNNs' ability to predict refractive index for outlier materials located in sparsely populated regions of structural or property space.",https://matbench.materialsproject.org/
dataset_use_e3365bf03dac,paper_78a37cf3530b,task_76299946d005,dataset_4399a5640bb0,29_Structure_OOD_Benchmark.pdf,matbench_log_gvrh,matbench_log_gvrh,"A dataset of 10,987 inorganic crystals from the Materials Project, with log10-transformed shear modulus (log10(GPa)) as the target property. In this paper, it is split into five OOD test configurations using OFM-based t-SNE density estimation and k-means clustering to isolate samples with lowest structural or property density; these splits enable benchmarking of GNNs’ extrapolative capability for elastic property prediction on materials dissimilar to the training set.",https://matbench.materialsproject.org/
dataset_use_2558e92c934a,paper_78a37cf3530b,task_76299946d005,dataset_c8ab0d98814b,29_Structure_OOD_Benchmark.pdf,matbench_perovskites,matbench_perovskites,"A dataset of 18,928 perovskite crystal structures from Castelli et al., with formation energy (eV/unit cell) as the target property. The paper uses it to generate five OOD test sets—based on OFM features and property density—to rigorously assess GNNs’ ability to predict formation energies for structurally rare or energetically extreme perovskites outside the training distribution, simulating real-world discovery of novel perovskite materials.",https://matbench.materialsproject.org/
dataset_use_8c3f01141fa7,paper_2532122b8c09,task_14cc805a3a81,dataset_f281b31ea1d7,30_Charge_Density_Recipe.pdf,QM9 charge density dataset,QM9 charge density dataset,"Contains DFT-calculated charge density voxel data (666,462 grid points per molecule on average) for 133,845 small organic molecules, computed using VASP. The dataset includes atomic coordinates, element types, and ground-truth charge density values on a uniform 3D grid. It is used in this paper to train and evaluate the proposed SCDP models for predicting charge density, with standard train/validation/test splits of 123,835 / 50 / 10,000 samples.",https://doi.org/10.1038/sdata.2014.22
dataset_use_aa72c2ce7da5,paper_2532122b8c09,task_14cc805a3a81,dataset_ad5cbf31abd4,30_Charge_Density_Recipe.pdf,MD charge density dataset,MD charge density dataset,"Contains charge density calculations for six small molecules (ethanol, benzene, phenol, resorcinol, ethane, malonaldehyde) generated via ab initio molecular dynamics simulations. Used in this paper to benchmark SCDP models on dynamic, non-equilibrium molecular structures — specifically to validate generalization beyond static QM9 geometries and assess performance on time-averaged or snapshot charge densities.",https://doi.org/10.1038/ncomms1572
dataset_use_40c7ba65d114,paper_2532122b8c09,task_14cc805a3a81,dataset_06c899bfb490,30_Charge_Density_Recipe.pdf,Cubic charge density dataset,Cubic charge density dataset,"A large-scale dataset of real-space electronic charge density for 1,000 cubic inorganic materials, computed using DFT. Includes crystalline unit cells, atomic positions, and corresponding 3D charge density grids. In this paper, it is used to evaluate the transferability of the SCDP framework to periodic solids, with virtual nodes placed via Voronoi-based void-filling to adapt the molecular recipe to materials.",https://doi.org/10.1038/s41597-022-00059-9
dataset_use_1ec550fb8fdf,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_a1d68951db7c,31_Superconductivity_Ordered_Disordered.pdf,SuperCon3D,SuperCon3D,"SuperCon3D is a newly constructed dataset containing 1,578 experimentally verified superconductors, each with both a 3D crystal structure (ordered or disordered, including substitutional, positional, and combined disorder types) and its experimentally measured superconducting transition temperature (Tc). It was built by matching 11,949 superconductors from the SuperCon database (with chemical formulas and Tc) against 208,425 entries from the ICSD database using chemical composition, space group, and lattice parameters; hydrogen-enriched superconductors were supplemented from literature. This dataset directly supports the Tc prediction task for training and evaluating SODNet and benchmarking other property predictors.",https://github.com/pincher-chen/SODNet
dataset_use_e6e877944244,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_0d530002ad88,31_Superconductivity_Ordered_Disordered.pdf,Inorganic Crystal Structure Database,ICSD (Inorganic Crystal Structure Database),"The ICSD contains over 200,000 experimentally determined ordered and disordered inorganic crystal structures. In this paper, it serves two roles: (1) as the source of structural data used to construct SuperCon3D via matching with SuperCon entries; and (2) as the external candidate pool for high-Tc screening — SODNet is applied to predict Tc for ~200k ICSD entries (including disordered ones), yielding 27 prioritized candidates (e.g., Ba1.1432Co0.1429O3.0009Rh0.8574, ErH3) for experimental follow-up. Thus, ICSD supports both dataset construction and real-world superconductor screening.",https://icsd.products.fiz-karlsruhe.de/
dataset_use_9c28764cb72e,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_d55b16e3041b,31_Superconductivity_Ordered_Disordered.pdf,Materials Project,Materials Project,"A computational materials database containing ~1.14 million stable 3D crystal structures (preprocessed and deduplicated), sourced alongside OQMD, Matgen, and ICSD for pre-training DiffCSP-SC. It provides diverse atomic species, lattice geometries, and coordination environments not fully covered in the small SuperCon3D dataset. This large-scale pre-training data enables robust representation learning for crystal generation and improves the model’s ability to generalize to novel high-Tc structures — supporting the inverse design task by expanding the valid search space before fine-tuning on SuperCon3D.",https://next-gen.materialsproject.org
dataset_use_8a072ca2a9ad,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_f6b0e6dabd69,31_Superconductivity_Ordered_Disordered.pdf,Open Quantum Materials Database,OQMD (Open Quantum Materials Database),"A database of computationally predicted stable and metastable inorganic crystal structures (~300k+ entries at time of publication), used jointly with Materials Project, Matgen, and ICSD to assemble the ~1.14 million-structure pre-training corpus for DiffCSP-SC. Its inclusion ensures broad coverage of elemental combinations and structural motifs beyond experimentally synthesized superconductors, thereby improving the generative model’s capacity to sample chemically plausible and structurally valid crystals during high-Tc-targeted inverse design.",https://www.oqmd.org
dataset_use_c2144aef171b,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_aed6baa5fc51,31_Superconductivity_Ordered_Disordered.pdf,Matgen,Matgen,"A Chinese materials database hosting computationally generated 3D crystal structures, integrated with Materials Project, OQMD, and ICSD to form the 1.14 million-structure pre-training set for DiffCSP-SC. It contributes additional structural diversity — particularly for underrepresented elements and stoichiometries — enabling the diffusion model to learn generalizable periodic lattice and atomic coordinate distributions, which is critical for generating novel, physically realistic superconductor candidates not present in SuperCon3D.",https://matgen.nscc-gz.cn
dataset_use_844bbc51a505,paper_059ecd6b2879,task_31479bfc0861,dataset_d8f086677598,45_Crystal Diffusion Variational Autoencoder for Periodic Material Generation.pdf,Perov-5,Perov-5,"A curated dataset of 18,928 perovskite materials (ABX₃-type) obtained from DFT-relaxed structures in an open database for water splitting research; all entries share the same structural motif but vary in composition across 56 elements, with exactly 5 atoms per unit cell. It is used to train and evaluate the CDVAE model for reconstructing input structures, generating valid/diverse materials, and optimizing target properties—particularly to assess performance on compositionally diverse yet structurally constrained materials.",https://archive.materialscloud.org/record/2012.0001/v1
dataset_use_02c6d9068bab,paper_059ecd6b2879,task_31479bfc0861,dataset_353a5bb6bf50,45_Crystal Diffusion Variational Autoencoder for Periodic Material Generation.pdf,Carbon-24,Carbon-24,"A dataset of 10,153 carbon-only crystal structures generated via ab initio random structure searching (AIRSS) at 10 GPa and relaxed using DFT; structures contain 6–24 carbon atoms per unit cell and exhibit diverse 3D topologies (e.g., diamond, graphite analogs). It supports evaluation of the model’s ability to generate structurally complex, element-homogeneous materials while respecting bonding preferences and periodic stability constraints.",https://archive.materialscloud.org/record/2020.0026/v1
dataset_use_e59ae14c3862,paper_059ecd6b2879,task_31479bfc0861,dataset_c1788908f106,45_Crystal Diffusion Variational Autoencoder for Periodic Material Generation.pdf,MP-20,MP-20,"A subset of the Materials Project database containing 45,231 experimentally validated inorganic materials (primarily from ICSD), each with ≤20 atoms per unit cell, spanning 89 elements; structures are DFT-relaxed and filtered for thermodynamic stability (energy above hull < 0.08 eV/atom, formation energy < 2 eV/atom). It serves as the most realistic benchmark for generating synthesizable materials and is used for reconstruction, validity/diversity assessment, and property optimization tasks.",https://materialsproject.org
dataset_use_0e2309913bf0,paper_6118ea4781c2,task_d2937fd62655,dataset_738fde24c35b,46_Novel inorganic crystal structures predicted using autonomous simulation agents.pdf,CAMD Dataset (2022),CAMD Dataset (2022),"A dataset of 96,640 DFT-computed inorganic crystal structures generated via the CAMD autonomous active-learning workflow, including pymatgen Structure objects, formation energies (eV/atom), energies above the convex hull (stability), space groups, chemical systems, reduced formulas, and 273 composition- and structure-derived features. It is used to train and validate machine learning models for predicting formation energy and phase stability, and to screen for thermodynamically stable/metastable candidates during active-learning campaigns.",https://doi.org/10.6084/m9.figshare.19601956.v1
dataset_use_b5217c6270c5,paper_6118ea4781c2,task_d2937fd62655,dataset_7ad244beb76c,46_Novel inorganic crystal structures predicted using autonomous simulation agents.pdf,OQMD-ICSD (Open Quantum Materials Database — Inorganic Crystal Structure Database subset),OQMD-ICSD (Open Quantum Materials Database — Inorganic Crystal Structure Database subset),"A seed dataset of 34,463 experimentally derived crystal structures from the ICSD, integrated into the OQMD, used to initialize the CAMD active-learning agents and define the baseline convex hull against which the thermodynamic stability of newly predicted structures is measured. It provides ground-truth experimental reference structures and formation energies essential for computing energy-above-hull values and training initial ML models.",https://oqmd.org/
dataset_use_2f8382692a2d,paper_36f841efafcc,task_d6641e402970,dataset_68145cf04333,47_Data-driven discovery of 2D materials by deep generative models.pdf,C2DB,Computational 2D Materials Database (C2DB),"A publicly available computational database containing DFT-relaxed atomic structures and properties of over 4000 experimentally known and predicted 2D materials; in this paper, it provides the 2615 stable 2D materials (ΔHhull < 0.3 eV/atom) used as training data for the CDVAE and as seed structures for lattice decoration, and later hosts all 11630 newly predicted relaxed structures (8599 with ΔHhull < 0.3 eV/atom, 2004 within 50 meV of the convex hull) for community access and validation.",https://cmr.fysik.dtu.dk/c2db/c2db.html
dataset_use_539ba0392375,paper_36f841efafcc,task_d6641e402970,dataset_f6b0e6dabd69,47_Data-driven discovery of 2D materials by deep generative models.pdf,Open Quantum Materials Database,Open Quantum Materials Database (OQMD),"A reference database of 9590 elementary, binary, and ternary bulk crystals lying within 20 meV of the convex hull, used to construct the thermodynamic convex hull for computing ΔHhull of generated 2D materials; its structures were re-evaluated with GPAW (without re-optimization) to ensure consistent energy referencing with the C2DB 2D materials during stability assessment.",https://oqmd.org/
dataset_use_278dd7150dc8,paper_f0cf989c5803,task_05d462cc36f3,dataset_d8f086677598,48_Crystal Structure Prediction by Joint Equivariant Diffusion.pdf,Perov-5,Perov-5,"A dataset of 18,928 perovskite materials, each with exactly 5 atoms in the unit cell. It contains stable crystal structures (lattice matrices, fractional coordinates, and atom types) curated from computational screening of perovskite metal oxides. In this paper, it is used to train and evaluate the DiffCSP model for the crystal structure prediction task, specifically to assess performance on compositions with highly symmetric, small-unit-cell structures.",None
dataset_use_a536e0f45dd2,paper_f0cf989c5803,task_05d462cc36f3,dataset_353a5bb6bf50,48_Crystal Structure Prediction by Joint Equivariant Diffusion.pdf,Carbon-24,Carbon-24,"A dataset of 10,153 carbon-based materials containing 6–24 atoms per unit cell, generated via ab initio random structure searching (AIRSS) at 10 GPa. It includes stable crystal structures (lattice, fractional coordinates, atom types) and is used in this paper to evaluate DiffCSP’s ability to predict complex, variable-size carbon allotropes—serving as a challenging test case for the CSP task due to structural diversity and lack of compositional variation (all carbon).",None
dataset_use_10056cf71589,paper_f0cf989c5803,task_05d462cc36f3,dataset_c1788908f106,48_Crystal Structure Prediction by Joint Equivariant Diffusion.pdf,MP-20,MP-20,"A subset of 45,231 stable inorganic materials from the Materials Project database, filtered to include only those with ≤20 atoms per unit cell and experimentally validated or DFT-stable structures. It provides ground-truth crystal structures (lattice, fractional coordinates, composition) and is used in this paper as the primary benchmark for training and evaluating DiffCSP on general inorganic CSP, enabling comparison against DFT-based and learning-based baselines.",https://materialsproject.org
dataset_use_fa9db542af22,paper_f0cf989c5803,task_05d462cc36f3,dataset_8b55ac6b7bf5,48_Crystal Structure Prediction by Joint Equivariant Diffusion.pdf,MPTS-52,MPTS-52,"An extension of MP-20 containing 40,476 crystal structures with up to 52 atoms per unit cell, sorted chronologically by first publication date to enable time-based train/val/test splits. It serves as a more scalable and challenging CSP benchmark in this paper, used to stress-test DiffCSP’s generalization to large-unit-cell systems and validate robustness under increased structural complexity.",https://github.com/sparks-baird/mp-time-split
dataset_use_2e01c035803b,paper_9590927c40b1,task_21b0cab6ffdd,dataset_d8f086677598,49_Towards Symmetry-Aware Generation of Periodic Materials.pdf,Perov-5,Perov-5,"A benchmark dataset of 18,928 perovskite materials curated by Xie et al., each conforming to the ABX₃ chemical formula with exactly 5 atoms per unit cell. It contains full 3D crystal structures (atom types, fractional coordinates, and lattice matrices) obtained via DFT simulation. In this paper, Perov-5 is used to train and evaluate SyMat’s ability to generate chemically valid, symmetry-invariant periodic structures — specifically for random generation (validity, distribution matching) and property optimization (energy minimization) tasks.",None
dataset_use_5bc09e92b6b9,paper_9590927c40b1,task_21b0cab6ffdd,dataset_353a5bb6bf50,49_Towards Symmetry-Aware Generation of Periodic Materials.pdf,Carbon-24,Carbon-24,"A dataset of 10,153 carbon-only crystalline structures, each containing 6–24 atoms per unit cell, with 3D atomic coordinates and lattice parameters derived from DFT simulations. All structures consist exclusively of carbon atoms, making composition validity trivial but enabling rigorous evaluation of coordinate and lattice generation fidelity. This dataset supports SyMat’s training and evaluation on symmetry-aware coordinate generation and structural diversity under elemental homogeneity constraints.",https://archive.materialscloud.org/record/2020.0026/v1
dataset_use_7378a5bbba14,paper_9590927c40b1,task_21b0cab6ffdd,dataset_c1788908f106,49_Towards Symmetry-Aware Generation of Periodic Materials.pdf,MP-20,MP-20,"A subset of 45,231 diverse inorganic crystalline materials extracted from the Materials Project database, limited to structures with at most 20 atoms per unit cell. It includes varied compositions, crystal systems, and experimentally or computationally validated 3D structures (lattice matrices, atom types, and coordinates). MP-20 serves as a broad-spectrum benchmark to assess SyMat’s generalizability in symmetry-aware generation across heterogeneous chemical spaces, particularly for random generation quality and property optimization success rates.",https://materialsproject.org
dataset_use_a102b35ae023,paper_56980a027536,task_d174c041a113,dataset_d8f086677598,50_Diffusion probabilistic models enhance variational autoencoder for crystal structure generative modeling.pdf,Perov-5,Perov-5,"A dataset of 53 perovskite materials with cubic crystal symmetry, containing variations in elemental composition while preserving the perovskite ABX₃ stoichiometry and structure type. It includes full crystallographic information: fractional atomic coordinates, lattice parameters, space group, and atomic identities. In this paper, Perov-5 is used to train and evaluate the DP-CDVAE model’s reconstruction and generation performance—specifically to assess match rate and ⟨δrms⟩ against ground-truth structures, and to benchmark validity, coverage, and property distribution fidelity (e.g., density, formation energy).",None
