task_id,paper_id,paper_file,task_index,task_description,task_tags,dataset_ids
task_89cc0e5401c9,paper_a180fe31f190,78_Exploration of crystal chemical space using text-guided generative artificial intelligence.pdf,1,"Generating novel crystal structures and chemical compositions guided by textual descriptions, such as elemental composition and crystal system, to explore uncharted regions of crystal chemical space for materials discovery — specifically targeting multi-component inorganic systems (e.g., ternary Zn-Ti-O and quaternary Li-P-S-Cl) where stable or metastable phases are underrepresented in existing databases.",crystal structure generation; text-guided generation; materials discovery,dataset_442ba3028adf; dataset_db3b359f185a
task_89aedb3b34c2,paper_3134544b5260,79_Inverse design of promising electrocatalysts for CO2 reduction via generative models and bird swarm algorithm.pdf,1,"Designing novel alloy electrocatalyst surface structures with high activity and selectivity for the CO2 reduction reaction (CO2RR), specifically by generating surfaces predicted to exhibit optimal CO adsorption energy (ΔECO ≈ −0.67 eV) while simultaneously satisfying constraints on hydrogen adsorption energy (to suppress HER) and thermodynamic stability (via formation energy).",electrocatalyst design; CO2 reduction; inverse design; alloy surface generation; adsorption energy optimization,dataset_14bfacb8833b; dataset_9ef2650871dc; dataset_acef662c5978
task_0266d33df999,paper_9d57a362a1e1,80_Inverse design of catalytic active sites via interpretable topology-based deep generative models.pdf,1,"Designing catalytic active sites with targeted *OH adsorption energies for oxygen reduction reaction (ORR) on high-entropy alloy (HEA) surfaces via inverse design — i.e., generating novel atomic-scale surface structures (bridge sites on IrPdPtRhRu HEA facets) that achieve optimal adsorption energy (within 0.1 eV above Pt(111)) by jointly controlling coordination geometry and ligand composition.",inverse design; catalyst design; adsorption energy optimization,dataset_2ea450edb83a; dataset_4afb1290843c
task_6e54abb27401,paper_48b9079a14dc,81_Automating alloy design and discovery with physics-aware multimodal multiagent AI.pdf,1,"Automating the design and discovery of metallic alloys with enhanced mechanical properties—specifically predicting and optimizing fracture toughness, ductility, dislocation core structure, and Peierls barriers—by integrating physics-based atomistic simulations, theoretical models, and multimodal reasoning across composition, defect structure, and property relationships.",alloy design; fracture toughness prediction; dislocation modeling,dataset_1e96eaecb5a3; dataset_2ad9871c393d
task_1beb1a89afc8,paper_44a48ad7f0fe,82_Deep reinforcement learning for inverse inorganic materials design.pdf,1,"Generating novel inorganic oxide compositions that simultaneously satisfy multiple target objectives—including materials properties (band gap, formation energy, bulk modulus, shear modulus) and synthesis conditions (sintering temperature, calcination temperature)—via inverse design, where the goal is to discover chemically valid, stable, and synthetically feasible compounds without exhaustive enumeration.",inverse materials design; multi-objective optimization; composition generation,dataset_d55b16e3041b; dataset_b1d76b106c72
task_ac432e5b3a0f,paper_9535637b3a22,84_Kinetic Langevin Diffusion for Crystalline Materials Generation.pdf,1,"Generating novel crystalline materials by predicting atomic fractional coordinates, lattice vectors, and chemical compositions that correspond to physically stable and plausible crystal structures, with explicit handling of periodic translation symmetry inherent in fractional coordinates on a hypertorus.",crystal structure generation; fractional coordinate prediction; periodic symmetry modeling,dataset_d8f086677598; dataset_c1788908f106; dataset_8b55ac6b7bf5; dataset_353a5bb6bf50
task_f62838778e4c,paper_64e63ef16f68,85_WyckoffDiff -- A Generative Diffusion Model for Crystal Symmetry.pdf,1,"Generating novel, symmetry-compliant crystal protostructures that are thermodynamically stable or lie on/below the convex hull of known stable materials, by modeling Wyckoff position occupancy (element types and counts) conditioned on space group symmetry.",crystal generation; protostructure design; symmetry-aware generation; materials discovery,dataset_c103a7259773; dataset_d55b16e3041b; dataset_99d3955cd48c
task_290b84374dd5,paper_e3d973206f20,86_Open Materials Generation with Stochastic Interpolants.pdf,1,"Predicting stable crystal structures for given chemical compositions (Crystal Structure Prediction) and generating novel, stable, and unique inorganic crystalline materials from scratch without composition constraints (de novo generation), both requiring joint modeling of atomic species, fractional coordinates, and lattice vectors under periodic boundary conditions.",Crystal Structure Prediction; De Novo Generation; Materials Discovery,dataset_d8f086677598; dataset_c1788908f106; dataset_8b55ac6b7bf5; dataset_c1f82db1f017
task_773fb9153c6d,paper_ccdb446147b0,87_Crystal structure prediction with host-guided inpainting generation and foundation potentials.pdf,1,"Predicting symmetric and thermodynamically stable crystal structures for target chemical compositions—particularly in systems with polyanions (e.g., Zn–P–S) or intercalation chemistry (e.g., Li–Si)—by generating atomic coordinates conditioned on symmetrized host frameworks, thereby overcoming the locality bias of unconditional diffusion models and improving success rates for long-range crystalline order.",crystal structure prediction; symmetric structure generation; host-guided inpainting,dataset_d55b16e3041b; dataset_cbcbd4e23e4d
task_70569589bf05,paper_806c2a7d6a1e,88_Massive discovery of crystal structures across dimensionalities by leveraging vector quantization.pdf,1,"Discovering novel, stable, and property-targeted crystalline materials across dimensionalities (3D and 2D) by generating valid crystal structures that satisfy user-specified physical property constraints—specifically, bandgap between 0.5–2.5 eV and formation energy below −0.5 eV/atom for 3D semiconductors, and formation energy below −1 eV/atom for 2D materials—via inverse design in a discrete latent space.",crystal structure generation; inverse design; materials discovery,dataset_c1788908f106; dataset_d8f086677598; dataset_353a5bb6bf50; dataset_68145cf04333
task_d57eb460fca2,paper_05892ac5c4a0,89_Generative deep learning for predicting ultrahigh lattice thermal conductivity materials.pdf,1,"Predicting ultrahigh lattice thermal conductivity (κL) materials—specifically, identifying novel crystalline carbon polymorphs with κL exceeding 800 W m⁻¹ K⁻¹ at room temperature—while ensuring thermodynamic stability through energy-optimized structures and accurate phonon-based thermal property prediction.",lattice thermal conductivity prediction; crystal structure generation; ultrahigh-κL material screening,dataset_dd93a325a6f4; dataset_e13b63f7f963; dataset_721335d5ed62
task_a83024ec17f2,paper_ac9d04022740,92_Predicting symmetric structures of large crystals with GPU-based Ising machines.pdf,1,"Predicting the most thermodynamically stable crystal structure (i.e., global minimum on the potential energy surface) for a given chemical composition, with explicit handling of space group symmetry, Wyckoff position combinations, and atomic coordinates — especially for large crystals containing over 150 atoms per unit cell.",crystal structure prediction; symmetry-aware optimization; large-system CSP; ground-state structure discovery,dataset_d55b16e3041b; dataset_3ab813321ec9
task_341d23e07bef,paper_79f00726593c,93_Materials discovery acceleration by using conditional generative methodology.pdf,1,"Discovering novel topological insulators (TIs) and topological crystalline insulators (TCIs) by generating crystal structures conditioned on topological, nonmetallic, and nonmagnetic properties — specifically, designing new crystalline materials that satisfy multiple electronic property constraints simultaneously to accelerate targeted discovery of experimentally synthesizable TIs/TCIs.",topological insulator discovery; conditional crystal generation; property-constrained materials design,dataset_4697567fa539; dataset_33067bc3cf17; dataset_c090317d92a0
task_96ff05a61f9f,paper_0af37b7eaed1,94_Experimentally validated inverse design of FeNiCrCoCu MPEAs and unlocking key insights with explainable AI.pdf,1,"Predicting unstable stacking fault energy (USFE) and bulk modulus for FeNiCrCoCu multi-principal element alloys (MPEAs) to enable inverse design of compositions with simultaneously high bulk modulus (>210 GPa) and targeted USFE values (e.g., 425 mJ/m² for high strength or 310 mJ/m² for enhanced ductility), supporting the selection of experimentally synthesizable candidates.",inverse design; property prediction; mechanical property optimization,dataset_365c107f1a7d
task_731006d33abd,paper_ad665b9b7638,95_Networking autonomous material exploration systems through transfer learning.pdf,1,"Designing a framework for networking autonomous material exploration systems via transfer learning to improve the efficiency of discovering materials with high values of target properties—specifically, high magnetic moment (M), high Curie temperature (Tc), and high spin polarization (Sp)—by enabling real-time, selective knowledge sharing across systems targeting different but correlated material properties.",autonomous discovery; transfer learning; multi-property optimization,dataset_555702cff6b9
task_c97114379a08,paper_e874560d454e,96_A generative material transformer using Wyckoff representation.pdf,1,"Generating novel, thermodynamically stable inorganic crystal structures by sampling from a hybrid discrete-continuous action space of Wyckoff positions and atomic coordinates, conditioned on proximity to the convex hull (i.e., low energy above hull), while ensuring structural validity, symmetry, uniqueness, and novelty relative to known databases.",crystal structure generation; inverse materials design; thermodynamic stability prediction,dataset_d55b16e3041b; dataset_375d79fb7273; dataset_c103a7259773; dataset_b6c76c100b3d
task_897b8fe85c77,paper_b854fee3eb53,97_AI-assisted rapid crystal structure generation towards a target local environment.pdf,1,"Generating novel, physically plausible crystal structures of sp2-carbon allotropes that satisfy target local atomic environments (specifically sp2 coordination geometry) and remain within 0.5 eV/atom of graphite’s ground-state energy, starting from a small set of known examples — enabling rapid, symmetry-aware exploration of complex crystals beyond the ~20–30 atom limit of conventional CSP methods.",crystal structure generation; local environment targeting; sp2 carbon allotrope discovery,dataset_721335d5ed62
task_58722041a565,paper_ed9837307e19,98_Self-supervised probabilistic models for exploring shape memory alloys.pdf,1,"Discovering novel binary shape memory alloys (SMAs) by predicting compositions that are likely to exhibit the shape memory effect, with a focus on compounds adopting B2, D03, or L12 crystal structures — specifically identifying candidates that are both compositionally plausible and structurally stable for the parent phase, and capable of reversible martensitic transformation.",discovering; screening; predicting,dataset_d55b16e3041b; dataset_d6d36f06e050; dataset_0d530002ad88
task_f51228e4b019,paper_b481f96d658c,99_Siamese foundation models for crystal structure prediction.pdf,1,"Predicting the stable 3D crystal structure (lattice vectors and atomic fractional coordinates) of a material solely from its chemical composition, without any prior structural information — a task known as Crystal Structure Prediction (CSP). The model must generate thermodynamically stable structures that match experimental references in geometry and energy, especially for complex, large-unit-cell, or previously uncharacterized materials such as high-temperature superconductors.",crystal structure prediction; generative modeling; materials discovery,dataset_6f5369c60377; dataset_c1788908f106; dataset_8b55ac6b7bf5; dataset_a1d68951db7c
task_6d36b9c58ce2,paper_91120141650c,100_Symmetry-aware Bayesian flow networks for crystal generation.pdf,1,"Generating novel, stable, and synthetically plausible crystalline material structures conditioned on desired physical properties (e.g., formation energy per atom or bandgap), while accurately reproducing the natural distribution of space groups observed in experimentally validated crystals.",crystal generation; property-conditioned generation; space group modeling,dataset_c1788908f106; dataset_d8f086677598; dataset_8b55ac6b7bf5
